current_file:.\parsedData\94792123_a2.txt														
1363905654199.00	0.00	 'system'	 'phetFrame'	 'window'	 'resized'	 'width = 1024'	 'height = 768\n']-> <<BEFORE>> first user action!							
1363905847089.00	185.66	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.2\n']-> <<IGNORED!>>								
1363905847104.00	185.67	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = wire.5\n']-> 1363905847104:connectionBroken.nonContactAmmeterModel -> None	Test	traceMeasure	nonContactAmmeter					
1363905847154.00	185.72	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionBroken'	 'component = none\n']-> <<IGNORED!>>								
1363905847332.00	185.90	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = undefined\n']-> <<IGNORED!>>								
1363905847503.00	186.07	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.682170542635655'	 'y = 5.085271317829455\n']-> <<IGNORED!>>							
1363905847766.00	186.34	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'connectionFormed'	 'component = wire.5\n']-> 1363905847766:connectionFormed.nonContactAmmeterModel -> deliberate_measure	Test	startMeasure	nonContactAmmeter					
1363905848031.00	186.60	 'user'	 'nonContactAmmeter'	 'sprite'	 'drag'	 'x = 6.682170542635655'	 'y = 4.8992248062015475\n']-> <<IGNORED!>>							
1363905848108.00	186.68	 'user'	 'nonContactAmmeter'	 'sprite'	 'endDrag'	 'x = 6.682170542635655'	 'y = 4.91472868217054\n']-> <<IGNORED!>>							
1363905848267.00	186.84	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.90 Amps\n']-> <<IGNORED!>>								
1363905852539.00	191.11	 'user'	 'resistor.0.showValueCheckBoxItem'	 'checkBoxMenuItem'	 'pressed'	 'isSelected = true\n']-> 1363905852539:pressed.resistor -> None	Interface	view	showValues					
1363905856260.00	194.83	 'system'	 'phetFrame'	 'window'	 'deactivated'	 '\n']-> <<IGNORED!>>								
1363905856263.00	194.83	 'user'	 'resistorEditor'	 'editor'	 'activated'	 '\n']-> <<IGNORED!>>								
1363905857390.00	195.96	 'user'	 'resistorEditor.slider'	 'editor'	 'startDrag'	 'component = resistor.0'	 'value = 10.0\n']-> <<IGNORED!>>							
1363905857554.00	196.12	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857555.00	196.12	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857555.00	196.12	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857556.00	196.13	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857557.00	196.13	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857558.00	196.13	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857558.00	196.13	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857560.00	196.13	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857560.00	196.13	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905857788.00	196.36	 'user'	 'resistorEditor.slider'	 'editor'	 'endDrag'	 'component = resistor.0'	 'value = 0.0\n']-> 1363905857788:endDrag.resistorEditor -> fire_started	Revise	sliderEndDrag	resistor				
1363905857964.00	196.53	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4622.41\n']-> <<IGNORED!>>								
1363905857976.00	196.55	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4622.41 Amps\n']-> <<IGNORED!>>								
1363905858064.00	196.63	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 5.11\n']-> <<IGNORED!>>								
1363905862017.00	200.59	 'user'	 'resistorEditor.slider'	 'editor'	 'startDrag'	 'component = resistor.0'	 'value = 0.0\n']-> <<IGNORED!>>							
1363905862281.00	200.85	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862282.00	200.85	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862283.00	200.85	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862284.00	200.85	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862286.00	200.86	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862287.00	200.86	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862288.00	200.86	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862291.00	200.86	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862293.00	200.86	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905862716.00	201.29	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 1.88\n']-> 1363905862716:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905862739.00	201.31	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4.78\n']-> <<IGNORED!>>								
1363905862748.00	201.32	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363905862749.00	201.32	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4.78 Amps\n']-> <<IGNORED!>>								
1363905862899.00	201.47	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862900.00	201.47	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862900.00	201.47	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862901.00	201.47	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862902.00	201.47	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862903.00	201.47	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862904.00	201.47	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862905.00	201.47	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905862906.00	201.48	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863368.00	201.94	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 1.25\n']-> 1363905863368:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363905863375.00	201.94	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863376.00	201.95	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863377.00	201.95	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863377.00	201.95	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863378.00	201.95	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863381.00	201.95	 'system'	 'simsharingManager'	 'simsharingManager'	 'sentEvent'	 'messageCount = 200\n']-> <<IGNORED!>>								
1363905863381.00	201.95	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863382.00	201.95	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863383.00	201.95	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863384.00	201.95	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905863394.00	201.96	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 7.19\n']-> <<IGNORED!>>								
1363905863394.00	201.96	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.99\n']-> <<IGNORED!>>								
1363905863395.00	201.96	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 7.19 Amps\n']-> <<IGNORED!>>								
1363905863817.00	202.39	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863818.00	202.39	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863819.00	202.39	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863819.00	202.39	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863823.00	202.39	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863824.00	202.39	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863825.00	202.39	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863826.00	202.40	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905863827.00	202.40	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905864296.00	202.87	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.62\n']-> 1363905864296:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363905864319.00	202.89	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 14.47\n']-> <<IGNORED!>>								
1363905864367.00	202.94	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 14.47 Amps\n']-> <<IGNORED!>>								
1363905864749.00	203.32	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864750.00	203.32	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864750.00	203.32	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864751.00	203.32	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864751.00	203.32	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864752.00	203.32	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864753.00	203.32	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864753.00	203.32	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905864754.00	203.32	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905865241.00	203.81	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 100.0\n']-> 1363905865241:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905865263.00	203.83	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 0.09\n']-> <<IGNORED!>>								
1363905865282.00	203.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 0.09 Amps\n']-> <<IGNORED!>>								
1363905865348.00	203.92	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 9.00\n']-> <<IGNORED!>>								
1363905866752.00	205.32	 'model'	 'battery.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866752.00	205.32	 'model'	 'wire.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866753.00	205.32	 'model'	 'wire.1'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866754.00	205.32	 'model'	 'wire.2'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866754.00	205.32	 'model'	 'wire.3'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866755.00	205.32	 'model'	 'wire.4'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866756.00	205.33	 'model'	 'resistor.0'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866757.00	205.33	 'model'	 'wire.5'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905866757.00	205.33	 'model'	 'wire.6'	 'connection'	 'fireStarted'	 '\n']-> <<IGNORED!>>								
1363905867026.00	205.60	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.0\n']-> 1363905867026:changed.resistorEditor -> fire_started	Revise	changeResistance	resistor				
1363905867064.00	205.63	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 4622.41\n']-> <<IGNORED!>>								
1363905867082.00	205.65	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 4622.41 Amps\n']-> <<IGNORED!>>								
1363905867264.00	205.83	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 5.11\n']-> <<IGNORED!>>								
1363905867946.00	206.52	 'user'	 'resistorEditor.slider'	 'editor'	 'endDrag'	 'component = resistor.0'	 'value = 0.0\n']-> <<IGNORED!>>							
1363905873244.00	211.81	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.1\n']-> 1363905873244:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905873273.00	211.84	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 88.28\n']-> <<IGNORED!>>								
1363905873274.00	211.84	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.93\n']-> <<IGNORED!>>								
1363905873279.00	211.85	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 88.28 Amps\n']-> <<IGNORED!>>								
1363905877431.00	216.00	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.2\n']-> 1363905877431:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905877459.00	216.03	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 44.57\n']-> <<IGNORED!>>								
1363905877463.00	216.03	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.96\n']-> <<IGNORED!>>								
1363905877467.00	216.04	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 44.57 Amps\n']-> <<IGNORED!>>								
1363905880285.00	218.85	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.3\n']-> 1363905880285:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905880302.00	218.87	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 29.81\n']-> <<IGNORED!>>								
1363905880309.00	218.88	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.97\n']-> <<IGNORED!>>								
1363905880316.00	218.89	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 29.81 Amps\n']-> <<IGNORED!>>								
1363905883164.00	221.73	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.4\n']-> 1363905883164:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905883175.00	221.74	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 22.39\n']-> <<IGNORED!>>								
1363905883179.00	221.75	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.98\n']-> <<IGNORED!>>								
1363905883183.00	221.75	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 22.39 Amps\n']-> <<IGNORED!>>								
1363905885673.00	224.24	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.5\n']-> 1363905885673:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905885682.00	224.25	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 17.93\n']-> <<IGNORED!>>								
1363905885692.00	224.26	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 17.93 Amps\n']-> <<IGNORED!>>								
1363905888834.00	227.40	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.6\n']-> 1363905888834:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905888855.00	227.42	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 14.95\n']-> <<IGNORED!>>								
1363905888859.00	227.43	 'model'	 'voltmeterModel'	 'modelElement'	 'measuredVoltageChanged'	 'voltage = 8.99\n']-> <<IGNORED!>>								
1363905888863.00	227.43	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 14.95 Amps\n']-> <<IGNORED!>>								
1363905891726.00	230.30	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.7\n']-> 1363905891726:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905891752.00	230.32	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 12.82\n']-> <<IGNORED!>>								
1363905891761.00	230.33	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 12.82 Amps\n']-> <<IGNORED!>>								
1363905894140.00	232.71	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.8\n']-> 1363905894140:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905894154.00	232.72	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 11.22\n']-> <<IGNORED!>>								
1363905894161.00	232.73	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 11.22 Amps\n']-> <<IGNORED!>>								
1363905896993.00	235.56	 'model'	 'battery.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896993.00	235.56	 'model'	 'wire.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896994.00	235.56	 'model'	 'wire.1'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896994.00	235.56	 'model'	 'wire.2'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896995.00	235.56	 'model'	 'wire.3'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896995.00	235.56	 'model'	 'wire.4'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896996.00	235.57	 'model'	 'resistor.0'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896997.00	235.57	 'model'	 'wire.5'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905896997.00	235.57	 'model'	 'wire.6'	 'connection'	 'fireEnded'	 '\n']-> <<IGNORED!>>								
1363905897480.00	236.05	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 0.9\n']-> 1363905897480:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905897496.00	236.07	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 9.98\n']-> <<IGNORED!>>								
1363905897511.00	236.08	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 9.98 Amps\n']-> <<IGNORED!>>								
1363905904085.00	242.65	 'user'	 'resistorEditor'	 'editor'	 'changed'	 'component = resistor.0'	 'value = 1.0\n']-> 1363905904085:changed.resistorEditor -> reading_updated	Revise	changeResistance	resistor				
1363905904106.00	242.68	 'model'	 'battery.0'	 'modelElement'	 'currentChanged'	 'current = 8.98\n']-> <<IGNORED!>>								
1363905904122.00	242.69	 'model'	 'nonContactAmmeterModel'	 'modelElement'	 'measuredCurrentChanged'	 'current = 8.98 Amps\n']-> <<IGNORED!>>								
1363905908308.00	246.88	 'user'	 'resistorEditor'	 'editor'	 'deactivated'	 '\n']-> <<IGNORED!>>								
